,zpid,address,zipcode,latitude,longitude,beds,baths,area,dateSold,yearBuilt,lotSize,zestimate,sellingPrice,sellerAgent,sellerAgentUrl,listedAt,firstListingPrice,timesListed,zEstimate_at_listing,zEstimate_date,url
169,15589611,"546 Sunset Way, Redwood City, CA 94062",94062,37.459967,-122.273684,4.0,3.0,3160.0,2019-02-22 00:00:00,1987,13068.0,2559496.0,2600000.0,Pam Tyson,https://www.zillow.com/profile/tysonsales/,2018-06-01 15:38:00,2795000.0,2,2608590.0,2018-05-31,https://www.zillow.com/homedetails/546-Sunset-Way-Redwood-City-CA-94062/15589611_zpid/
170,15571531,"3319 Oak Knoll Dr, Redwood City, CA 94062",94062,37.467976,-122.25898,4.0,4.0,2890.0,2019-02-20 00:00:00,1998,21549.0,2091633.0,2125000.0,John Shroyer,https://www.zillow.com/profile/JohnShroyer/,2018-09-24 11:17:00,2275000.0,2,2838528.0,2018-08-31,https://www.zillow.com/homedetails/3319-Oak-Knoll-Dr-Redwood-City-CA-94062/15571531_zpid/
171,15562894,"891 Edgewood Rd, Redwood City, CA 94062",94062,37.485549,-122.251886,4.0,4.0,3060.0,2019-02-19 16:00:00,1933,12196.0,3298176.0,3351000.0,Tony Gabb,https://www.zillow.com/profile/TonyGabb/,2019-01-10 14:52:00,2750000.0,1,2481447.0,2018-12-31,https://www.zillow.com/homedetails/891-Edgewood-Rd-Redwood-City-CA-94062/15562894_zpid/
172,15590544,"1 Woodridge Ct, Redwood City, CA 94061",94061,37.447982,-122.258174,3.0,3.0,2440.0,2019-02-12 08:00:00,1985,15598.0,2410319.0,2450000.0,,,2018-10-12 08:04:00,2495000.0,1,2554115.0,2018-09-30,https://www.zillow.com/homedetails/1-Woodridge-Ct-Redwood-City-CA-94061/15590544_zpid/
173,15590615,"50 Black Fox Way, Redwood City, CA 94062",94062,37.452309,-122.267553,4.0,4.0,3450.0,2019-01-24 00:00:00,1990,20002.0,2799497.0,2850000.0,,,2018-10-19 12:42:00,3140000.0,1,3228242.0,2018-09-30,https://www.zillow.com/homedetails/50-Black-Fox-Way-Redwood-City-CA-94062/15590615_zpid/
174,15590546,"4 Woodleaf Ave, Redwood City, CA 94061",94061,37.449677,-122.259662,5.0,4.0,3610.0,2019-01-18 16:00:00,1982,11891.0,2822234.0,2875000.0,,,2018-06-11 00:06:00,2495000.0,1,2836799.0,2018-05-31,https://www.zillow.com/homedetails/4-Woodleaf-Ave-Redwood-City-CA-94061/15590546_zpid/
175,15589578,"534 Hillcrest Way, Emerald Hills, CA 94062",94062,37.463213,-122.274997,4.0,4.0,3110.0,2019-01-15 16:00:00,1988,7174.0,2216334.0,2258425.0,Brett Caviness,https://www.zillow.com/profile/BrettCaviness/,2018-08-31 11:44:00,2498000.0,1,2741447.0,2018-08-31,https://www.zillow.com/homedetails/534-Hillcrest-Way-Emerald-Hills-CA-94062/15589578_zpid/
176,15589692,"754 Hillcrest Way, Emerald Hills, CA 94062",94062,37.462588,-122.266384,3.0,1.0,1260.0,2019-01-15 00:00:00,1948,24951.0,1622524.0,2000000.0,,,2018-09-12 14:23:00,2198000.0,1,1753601.0,2018-08-31,https://www.zillow.com/homedetails/754-Hillcrest-Way-Emerald-Hills-CA-94062/15589692_zpid/
177,52393947,"398 Upland Rd, Redwood City, CA 94062",94062,37.47693,-122.254994,4.0,3.0,3240.0,2019-01-02 16:00:00,2001,13298.0,2547896.0,2600000.0,Lucy Goldenshteyn,https://www.zillow.com/profile/Lucy-Gold/,2018-11-02 17:23:00,2798000.0,1,2966047.0,2018-10-31,https://www.zillow.com/homedetails/398-Upland-Rd-Redwood-City-CA-94062/52393947_zpid/
178,15558775,"3239 La Mesa Dr, San Carlos, CA 94070",94070,37.480923,-122.280478,5.0,3.0,3592.0,2018-12-27 00:00:00,1975,17498.0,2839587.0,2900000.0,Liliane Cools,https://www.zillow.com/profile/Liliane-Cools/,2018-10-11 09:04:00,3088000.0,1,2762599.0,2018-09-30,https://www.zillow.com/homedetails/3239-La-Mesa-Dr-San-Carlos-CA-94070/15558775_zpid/
179,15563705,"139 Jeter St, Redwood City, CA 94062",94062,37.482117,-122.244827,3.0,2.0,2285.0,2018-12-19 00:00:00,1938,6499.0,2102850.0,2150000.0,Ginny and John Kavanaugh,https://www.zillow.com/profile/Kavanaugh-Group/,2018-10-29 10:03:00,2250000.0,1,2331007.0,2018-09-30,https://www.zillow.com/homedetails/139-Jeter-St-Redwood-City-CA-94062/15563705_zpid/
180,15565064,"1552 Jefferson Ave, Redwood City, CA 94062",94062,37.479217,-122.234988,5.0,3.0,2700.0,2018-12-13 00:00:00,1930,6751.0,2052220.0,2100000.0,,,2018-09-12 08:28:00,2595000.0,2,2248817.0,2018-08-31,https://www.zillow.com/homedetails/1552-Jefferson-Ave-Redwood-City-CA-94062/15565064_zpid/
181,15562933,"1904 Whipple Ave, Redwood City, CA 94062",94062,37.484779,-122.247417,4.0,3.0,3000.0,2018-12-10 00:00:00,1946,9748.0,2778921.0,2100000.0,Craig Smith,https://www.zillow.com/profile/Craig-Smith4/,2018-11-02 14:24:00,2250000.0,1,2645772.0,2018-10-31,https://www.zillow.com/homedetails/1904-Whipple-Ave-Redwood-City-CA-94062/15562933_zpid/
182,15571371,"632 Canyon Rd, Redwood City, CA 94062",94062,37.471158,-122.258384,4.0,5.0,3413.0,2018-12-05 08:00:00,2018,17898.0,3122809.0,3200000.0,Tom Huff,https://www.zillow.com/profile/Tom-Huff/,2018-08-13 09:08:00,3295000.0,1,3477886.0,2018-07-31,https://www.zillow.com/homedetails/632-Canyon-Rd-Redwood-City-CA-94062/15571371_zpid/
183,15560096,"229 Frances Ln, San Carlos, CA 94070",94070,37.482407,-122.259687,5.0,5.0,3799.0,2018-11-30 08:00:00,1922,10010.0,2633709.0,2700000.0,Kathy Zmay,https://www.zillow.com/profile/redwoodcityisgrowing/,2018-05-14 12:48:00,2988000.0,2,2732723.0,2018-04-30,https://www.zillow.com/homedetails/229-Frances-Ln-San-Carlos-CA-94070/15560096_zpid/
184,15590007,"783 Lakemead Way, Emerald Hills, CA 94062",94062,37.460241,-122.266409,5.0,5.0,4230.0,2018-11-28 00:00:00,2002,20037.0,4286707.0,3300000.0,Wende Schoof,https://www.zillow.com/profile/zuser20140526141258772/,2018-09-28 09:34:00,3495000.0,1,4514336.0,2018-08-31,https://www.zillow.com/homedetails/783-Lakemead-Way-Emerald-Hills-CA-94062/15590007_zpid/
185,15574446,"716 Hillcrest Dr, Redwood City, CA 94062",94062,37.472549,-122.252188,4.0,3.0,2700.0,2018-11-21 00:00:00,1946,19000.0,2166895.0,2225000.0,Pam Tyson,https://www.zillow.com/profile/tysonsales/,2018-10-19 20:28:00,2699000.0,1,2475417.0,2018-09-30,https://www.zillow.com/homedetails/716-Hillcrest-Dr-Redwood-City-CA-94062/15574446_zpid/
186,15572124,"600 Castle Hill Rd, Redwood City, CA 94061",94061,37.462926,-122.253736,6.0,4.0,3120.0,2018-11-21 00:00:00,1959,43995.0,2142891.0,2200000.0,,,,,0,3081104.0,2018-10-31,https://www.zillow.com/homedetails/600-Castle-Hill-Rd-Redwood-City-CA-94061/15572124_zpid/
187,15571541,"625 Vista Dr, Emerald Hills, CA 94062",94062,37.467384,-122.260953,4.0,4.0,3430.0,2018-11-20 00:00:00,1988,16901.0,2386019.0,2450000.0,Vicky Costantini,https://www.zillow.com/profile/vcostantini/,2018-08-31 07:49:00,2600000.0,1,2839982.0,2018-08-31,https://www.zillow.com/homedetails/625-Vista-Dr-Emerald-Hills-CA-94062/15571541_zpid/
188,15572909,"1207 Edgewood Rd, Redwood City, CA 94062",94062,37.481963,-122.255659,5.0,6.0,4980.0,2018-11-19 00:00:00,1989,11761.0,2649704.0,2722500.0,Jaime Gonzalez,https://www.zillow.com/profile/jaimegonzalez01/,2018-08-23 11:27:00,3298000.0,1,3210497.0,2018-07-31,https://www.zillow.com/homedetails/1207-Edgewood-Rd-Redwood-City-CA-94062/15572909_zpid/
189,15562858,"990 Arlington Rd, Redwood City, CA 94062",94062,37.483174,-122.250974,4.0,5.0,3600.0,2018-11-15 00:00:00,1947,14810.0,3161618.0,3249000.0,,,2018-10-04 05:59:00,3248888.0,1,2821681.0,2018-09-30,https://www.zillow.com/homedetails/990-Arlington-Rd-Redwood-City-CA-94062/15562858_zpid/
190,15565319,"114 Madison Ave, Redwood City, CA 94061",94061,37.481305,-122.229399,4.0,4.0,2372.0,2018-11-15 00:00:00,1949,6969.0,1787977.0,2100000.0,,,,,0,1761158.0,2018-10-31,https://www.zillow.com/homedetails/114-Madison-Ave-Redwood-City-CA-94061/15565319_zpid/
191,15591765,"2736 Delaware Ave, Redwood City, CA 94061",94061,37.452084,-122.231658,3.0,2.0,1850.0,2018-11-08 16:00:00,1949,7840.0,1982590.0,2040000.0,Hauslley Silva,https://www.zillow.com/profile/silvarealtor/,2018-09-13 16:31:00,2099000.0,1,2155382.0,2018-08-31,https://www.zillow.com/homedetails/2736-Delaware-Ave-Redwood-City-CA-94061/15591765_zpid/
192,15590584,"36 Woodhill Dr, Redwood City, CA 94061",94061,37.449586,-122.255955,4.0,3.0,3410.0,2018-11-07 16:00:00,1985,12898.0,2818388.0,2900000.0,Mandy Montoya,https://www.zillow.com/profile/Mandy-Montoya/,2018-10-05 10:33:00,2855000.0,1,2865452.0,2018-09-30,https://www.zillow.com/homedetails/36-Woodhill-Dr-Redwood-City-CA-94061/15590584_zpid/
193,15590457,"3876 Chatham Ct, Redwood City, CA 94061",94061,37.453526,-122.254185,5.0,3.0,2653.0,2018-10-31 00:00:00,1964,22498.0,2611388.0,2690000.0,Michelle Jaeger,https://www.zillow.com/profile/mjaeger9/,2018-08-16 21:02:00,2698000.0,1,2655353.0,2018-07-31,https://www.zillow.com/homedetails/3876-Chatham-Ct-Redwood-City-CA-94061/15590457_zpid/
194,15571289,"3640 Oak Knoll Dr, Emerald Hills, CA 94062",94062,37.464351,-122.264314,3.0,3.0,2300.0,2018-10-30 00:00:00,2018,8498.0,2141443.0,2600000.0,,,2018-08-05 12:03:00,2798850.0,1,2274451.0,2018-07-31,https://www.zillow.com/homedetails/3640-Oak-Knoll-Dr-Emerald-Hills-CA-94062/15571289_zpid/
195,15575612,"1397 Connecticut Dr, Redwood City, CA 94061",94061,37.460868,-122.239047,3.0,2.0,1554.0,2018-10-30 00:00:00,1953,7348.0,1971346.0,2031000.0,Christine Steel,https://www.zillow.com/profile/zuser20160509075953233/,2018-09-07 18:28:00,1795000.0,1,1559751.0,2018-08-31,https://www.zillow.com/homedetails/1397-Connecticut-Dr-Redwood-City-CA-94061/15575612_zpid/
196,15590437,"1040 Silver Hill Rd, Redwood City, CA 94061",94061,37.452338,-122.252747,3.0,3.0,1950.0,2018-10-26 00:00:00,1964,16300.0,2163185.0,2200000.0,Denette Bartoli,https://www.zillow.com/profile/Denette-Bartoli/,2018-08-17 17:52:00,2200000.0,1,2170101.0,2018-07-31,https://www.zillow.com/homedetails/1040-Silver-Hill-Rd-Redwood-City-CA-94061/15590437_zpid/
197,15591766,"2740 Delaware Ave, Redwood City, CA 94061",94061,37.451943,-122.231727,4.0,3.0,1889.0,2018-10-25 00:00:00,1948,7832.0,2327738.0,2400000.0,,,2018-09-29 07:56:00,2088000.0,1,2081528.0,2018-08-31,https://www.zillow.com/homedetails/2740-Delaware-Ave-Redwood-City-CA-94061/15591766_zpid/
198,15591612,"1732 Maryland St, Redwood City, CA 94061",94061,37.453739,-122.236218,3.0,2.0,1640.0,2018-10-18 00:00:00,1951,6050.0,2228376.0,2300000.0,Julie Ray,https://www.zillow.com/profile/Julie-Ray-Homes/,,,0,2306936.0,2018-09-30,https://www.zillow.com/homedetails/1732-Maryland-St-Redwood-City-CA-94061/15591612_zpid/
199,15572024,"3672 Highland Ave, Redwood City, CA 94062",94062,37.466242,-122.254406,4.0,3.0,2830.0,2018-10-15 00:00:00,1940,7244.0,2178939.0,2250000.0,Jim Arbeed,https://www.zillow.com/profile/Jim-Arbeed/,2018-09-21 17:19:00,1998000.0,1,2182825.0,2018-08-31,https://www.zillow.com/homedetails/3672-Highland-Ave-Redwood-City-CA-94062/15572024_zpid/
200,15575935,"6 Bennett Rd, Redwood City, CA 94062",94062,37.4753,-122.259761,3.0,3.5,2394.0,2018-10-12 15:00:00,1980,10001.0,2419940.0,2500000.0,Carol Reen,https://www.zillow.com/profile/carolreensf/,2018-09-25 15:03:00,1995000.0,1,2306905.0,2018-08-31,https://www.zillow.com/homedetails/6-Bennett-Rd-Redwood-City-CA-94062/15575935_zpid/
201,15574563,"856 Upland Rd, Redwood City, CA 94062",94062,37.471903,-122.254469,4.0,2.5,3120.0,2018-10-12 00:00:00,1985,13189.0,2153746.0,2225000.0,,,2018-09-24 06:28:00,1998950.0,1,2353142.0,2018-08-31,https://www.zillow.com/homedetails/856-Upland-Rd-Redwood-City-CA-94062/15574563_zpid/
202,15564034,"266 Jeter St, Redwood City, CA 94062",94062,37.47973,-122.242763,3.0,2.0,1660.0,2018-10-11 00:00:00,1938,6534.0,2129223.0,2200000.0,Douglas Andrew Gonzalez,https://www.zillow.com/profile/dgonzalez/,,,0,2205316.0,2018-09-30,https://www.zillow.com/homedetails/266-Jeter-St-Redwood-City-CA-94062/15564034_zpid/
203,15590438,"1036 Silver Hill Rd, Redwood City, CA 94061",94061,37.452397,-122.253168,5.0,5.0,2497.0,2018-10-10 00:00:00,1964,20473.0,2815953.0,2910000.0,,,2018-08-18 13:13:00,2888000.0,1,2476163.0,2018-07-31,https://www.zillow.com/homedetails/1036-Silver-Hill-Rd-Redwood-City-CA-94061/15590438_zpid/
204,15576304,"1439 Sierra St, Redwood City, CA 94061",94061,37.466508,-122.231509,3.0,3.0,2960.0,2018-10-08 00:00:00,1967,6359.0,2091375.0,2400000.0,Daniel Buckley Chavez,https://www.zillow.com/profile/Daniel-Buckley-Chavez/,2018-08-23 16:58:00,2195000.0,1,2177369.0,2018-07-31,https://www.zillow.com/homedetails/1439-Sierra-St-Redwood-City-CA-94061/15576304_zpid/
205,15564421,"556 James Ave, Redwood City, CA 94062",94062,37.481197,-122.237441,3.0,2.0,1775.0,2018-10-05 00:00:00,1959,3000.0,,2075000.0,,,,,0,,,https://www.zillow.com/homedetails/556-James-Ave-Redwood-City-CA-94062/15564421_zpid/
206,15562811,"24 Woodsworth Ave, Redwood City, CA 94062",94062,37.481532,-122.251967,4.0,2.0,2160.0,2018-10-03 00:00:00,1941,9060.0,2126634.0,2200000.0,John Shroyer,https://www.zillow.com/profile/JohnShroyer/,,,0,2266113.0,2018-09-30,https://www.zillow.com/homedetails/24-Woodsworth-Ave-Redwood-City-CA-94062/15562811_zpid/
207,15576291,"1404 Kentfield Ave, Redwood City, CA 94061",94061,37.467156,-122.231692,6.0,6.0,2840.0,2018-10-03 00:00:00,1949,10920.0,2743245.0,2425000.0,,,,,0,2297979.0,2018-09-30,https://www.zillow.com/homedetails/1404-Kentfield-Ave-Redwood-City-CA-94061/15576291_zpid/
208,2088503571,"1404/1406 Kentfield Ave, Redwood City, CA 94061",94061,37.467156,-122.231692,0.0,,2840.0,2018-10-03 00:00:00,1949,10920.0,2344131.0,2425000.0,Wendi Selig-Aimonetti,https://www.zillow.com/profile/wendi596/,2018-07-24 08:13:00,2295000.0,1,2289871.0,2018-06-30,https://www.zillow.com/homedetails/1404-1406-Kentfield-Ave-Redwood-City-CA-94061/2088503571_zpid/
209,15590316,"772 W California Way, Woodside, CA 94062",94062,37.455281,-122.272139,3.0,3.0,1975.0,2018-10-03 00:00:00,1969,14509.0,2803291.0,2900000.0,Helen and Brad Miller,https://www.zillow.com/profile/HelenBradMiller/,2018-09-06 11:28:00,2495000.0,1,2185577.0,2018-08-31,https://www.zillow.com/homedetails/772-W-California-Way-Woodside-CA-94062/15590316_zpid/
210,15574157,"1552 Roosevelt Ave, Redwood City, CA 94061",94061,37.469901,-122.237678,3.0,2.0,1500.0,2018-10-02 00:00:00,1960,8232.0,2029660.0,2100000.0,,,,,0,1628039.0,2018-09-30,https://www.zillow.com/homedetails/1552-Roosevelt-Ave-Redwood-City-CA-94061/15574157_zpid/
211,15591348,"2425 Hampton Ave, Redwood City, CA 94061",94061,37.459913,-122.234504,4.0,3.0,2607.0,2018-10-02 00:00:00,1950,6843.0,2319612.0,2400000.0,Jeri Richardson-Daines,https://www.zillow.com/profile/user3545352/,2018-09-13 16:03:00,2195000.0,1,2220080.0,2018-08-31,https://www.zillow.com/homedetails/2425-Hampton-Ave-Redwood-City-CA-94061/15591348_zpid/
212,15562930,"739 Arlington Rd, Redwood City, CA 94062",94062,37.485246,-122.247509,3.0,2.0,2330.0,2018-09-28 00:00:00,1946,11282.0,2502649.0,2200000.0,John Shroyer,https://www.zillow.com/profile/JohnShroyer/,,,0,2292145.0,2018-08-31,https://www.zillow.com/homedetails/739-Arlington-Rd-Redwood-City-CA-94062/15562930_zpid/
213,15570924,"121 Springdale Way, Emerald Hills, CA 94062",94062,37.472105,-122.271336,6.0,6.0,5200.0,2018-09-28 00:00:00,1993,26697.0,2267868.0,2350000.0,James Shin,https://www.zillow.com/profile/jsregroupllc/,2018-07-05 09:18:00,2495000.0,1,3883268.0,2018-06-30,https://www.zillow.com/homedetails/121-Springdale-Way-Emerald-Hills-CA-94062/15570924_zpid/
214,15574156,"1504 Roosevelt Ave, Redwood City, CA 94061",94061,37.470011,-122.237539,3.0,2.0,1200.0,2018-09-28 00:00:00,1960,8232.0,,2100000.0,,,,,0,,,https://www.zillow.com/homedetails/1504-Roosevelt-Ave-Redwood-City-CA-94061/15574156_zpid/
215,15571671,"849 Seminole Way, Redwood City, CA 94062",94062,37.462763,-122.258597,3.0,3.0,2230.0,2018-09-27 00:00:00,1969,8624.0,2076545.0,2150000.0,,,2018-08-17 08:22:00,1895000.0,1,2168200.0,2018-07-31,https://www.zillow.com/homedetails/849-Seminole-Way-Redwood-City-CA-94062/15571671_zpid/
216,15591497,"130 Hardwick Rd, Woodside, CA 94062",94062,37.444868,-122.245758,3.0,2.0,2220.0,2018-09-25 00:00:00,1951,45354.0,2867752.0,2970000.0,DeLeon Team,https://www.zillow.com/profile/DeLeon-Realty/,2018-08-20 08:53:00,2988000.0,1,3690710.0,2018-07-31,https://www.zillow.com/homedetails/130-Hardwick-Rd-Woodside-CA-94062/15591497_zpid/
217,15571288,"3602 Oak Knoll Dr, Emerald Hills, CA 94062",94062,37.465199,-122.264428,3.0,2.5,2581.0,2018-09-17 00:00:00,2018,11979.0,2893583.0,3000000.0,John Shroyer,https://www.zillow.com/profile/JohnShroyer/,,,0,2329427.0,2018-08-31,https://www.zillow.com/homedetails/3602-Oak-Knoll-Dr-Emerald-Hills-CA-94062/15571288_zpid/
218,15559340,"75 Belle Roche Ave, Redwood City, CA 94062",94062,37.477155,-122.265424,4.0,5.0,5150.0,2018-09-13 00:00:00,2003,20050.0,3374020.0,3500000.0,Sam Anagnostou,https://www.zillow.com/profile/Sam-Anagnostou/,2018-07-27 11:42:00,3295000.0,1,4364349.0,2018-06-30,https://www.zillow.com/homedetails/75-Belle-Roche-Ave-Redwood-City-CA-94062/15559340_zpid/
219,15577243,"1 Doris Ct, Redwood City, CA 94061",94061,37.465439,-122.233802,6.0,,4885.0,2018-09-13 00:00:00,1979,10201.0,2120813.0,2200000.0,Melinda Wong,https://www.zillow.com/profile/melinda43/,2018-07-08 23:13:00,2888000.0,1,2606481.0,2018-06-30,https://www.zillow.com/homedetails/1-Doris-Ct-Redwood-City-CA-94061/15577243_zpid/
220,15590346,"7 Palm Circle Rd, Woodside, CA 94062",94062,37.451356,-122.276991,2.0,3.0,1460.0,2018-09-13 00:00:00,1934,19602.0,2120813.0,2200000.0,Gail Antoinette Rossetti,https://www.zillow.com/profile/Selling-Peninsula/,2018-02-16 11:32:00,2599000.0,1,1651082.0,2018-01-31,https://www.zillow.com/homedetails/7-Palm-Circle-Rd-Woodside-CA-94062/15590346_zpid/
221,15565062,"1538 Jefferson Ave, Redwood City, CA 94062",94062,37.47942,-122.234758,2.0,1.0,1100.0,2018-09-05 00:00:00,1930,6752.0,,2300000.0,,,,,0,,,https://www.zillow.com/homedetails/1538-Jefferson-Ave-Redwood-City-CA-94062/15565062_zpid/
222,15589879,"517 Sunset Way, Emerald Hills, CA 94062",94062,37.461582,-122.273611,4.0,3.0,2600.0,2018-09-04 00:00:00,1969,6799.0,2018892.0,2100000.0,Sam Anagnostou,https://www.zillow.com/profile/Sam-Anagnostou/,2018-04-27 11:52:00,2295000.0,1,2280313.0,2018-03-31,https://www.zillow.com/homedetails/517-Sunset-Way-Emerald-Hills-CA-94062/15589879_zpid/
223,15573051,"194 Hillview Ave, Redwood City, CA 94062",94062,37.47688,-122.250006,4.0,4.0,2310.0,2018-09-01 15:00:00,1938,13599.0,2405880.0,2500000.0,DiPali Shah,https://www.zillow.com/profile/DiPalIShahBroker/,2018-06-07 20:02:00,2195000.0,2,2707177.0,2018-05-31,https://www.zillow.com/homedetails/194-Hillview-Ave-Redwood-City-CA-94062/15573051_zpid/
224,15562817,"1003 Blandford Blvd, Redwood City, CA 94062",94062,37.48266,-122.252702,4.0,5.0,3751.0,2018-08-30 00:00:00,1937,10319.0,2934903.0,3050000.0,John Shroyer,https://www.zillow.com/profile/JohnShroyer/,2018-03-23 12:49:00,2998000.0,1,3148969.0,2018-02-28,https://www.zillow.com/homedetails/1003-Blandford-Blvd-Redwood-City-CA-94062/15562817_zpid/
225,15590237,"88 Tum Suden Way, Redwood City, CA 94062",94062,37.453781,-122.269118,3.0,1.0,1900.0,2018-08-28 00:00:00,1957,37026.0,1990901.0,2150000.0,Loren Dakin,https://www.zillow.com/profile/loren805/,2018-06-22 07:59:00,2288000.0,1,1958123.0,2018-05-31,https://www.zillow.com/homedetails/88-Tum-Suden-Way-Redwood-City-CA-94062/15590237_zpid/
226,249950101,"88 Tum Suden Way, Woodside, CA 94062",94062,37.453781,-122.269118,3.0,1.0,1900.0,2018-08-28 00:00:00,-1,-1.0,,2150000.0,,,,,0,,,https://www.zillow.com/homedetails/88-Tum-Suden-Way-Woodside-CA-94062/249950101_zpid/
227,15572053,"819 Toyon Way, Redwood City, CA 94062",94062,37.464362,-122.255288,3.0,3.0,2310.0,2018-08-17 00:00:00,1978,23539.0,2066389.0,2150000.0,Tom Sudano,https://www.zillow.com/profile/Tom-Sudano/,2018-07-07 12:14:00,2150000.0,1,2298921.0,2018-06-30,https://www.zillow.com/homedetails/819-Toyon-Way-Redwood-City-CA-94062/15572053_zpid/
228,15574443,"614 Upland Rd, Redwood City, CA 94062",94062,37.473428,-122.252334,3.0,3.0,2310.0,2018-08-17 00:00:00,1920,35750.0,2191334.0,2280000.0,Alex Sandoval,https://www.zillow.com/profile/ProbateREBroker/,2018-07-26 19:53:00,2275000.0,1,2267486.0,2018-06-30,https://www.zillow.com/homedetails/614-Upland-Rd-Redwood-City-CA-94062/15574443_zpid/
229,81379474,"345 Harcross Rd, Woodside, CA 94062",94062,37.449935,-122.24701,3.0,3.0,2795.0,2018-08-16 00:00:00,1974,57063.0,2931120.0,3050000.0,DeLeon Team,https://www.zillow.com/profile/DeLeon-Realty/,2018-07-16 09:27:00,2488000.0,1,3036286.0,2018-06-30,https://www.zillow.com/homedetails/345-Harcross-Rd-Woodside-CA-94062/81379474_zpid/
230,15577415,"1935 Goodwin Ave, Redwood City, CA 94061",94061,37.464146,-122.23486,4.0,3.0,2204.0,2018-08-09 00:00:00,1957,9165.0,2401009.0,2500000.0,Vicky Costantini,https://www.zillow.com/profile/vcostantini/,2018-07-09 09:36:00,2230000.0,1,2163769.0,2018-06-30,https://www.zillow.com/homedetails/1935-Goodwin-Ave-Redwood-City-CA-94061/15577415_zpid/
231,15592053,"150 Bonsen Ct, Redwood City, CA 94062",94062,37.44727,-122.232045,5.0,3.5,3032.0,2018-08-08 00:00:00,2017,13982.0,2548195.0,2653500.0,,,,,0,2736326.0,2018-07-31,https://www.zillow.com/homedetails/150-Bonsen-Ct-Redwood-City-CA-94062/15592053_zpid/
232,15589934,"665 Sunset Way, Emerald Hills, CA 94062",94062,37.459256,-122.273033,4.0,3.0,2655.0,2018-08-07 00:00:00,1982,12275.0,2285339.0,2380000.0,Vicky Costantini,https://www.zillow.com/profile/vcostantini/,2018-05-30 09:48:00,2550000.0,1,2609738.0,2018-04-30,https://www.zillow.com/homedetails/665-Sunset-Way-Emerald-Hills-CA-94062/15589934_zpid/
233,15562850,"964 Durlston Rd, Redwood City, CA 94062",94062,37.483417,-122.251556,4.0,4.0,3120.0,2018-08-07 00:00:00,1929,11761.0,3276773.0,3500000.0,Michael Johnston,https://www.zillow.com/profile/Mljohnston/,2018-07-09 15:05:00,2999950.0,1,3130521.0,2018-06-30,https://www.zillow.com/homedetails/964-Durlston-Rd-Redwood-City-CA-94062/15562850_zpid/
234,15577469,"1742 Kansas St, Redwood City, CA 94061",94061,37.461185,-122.229919,4.0,4.0,3620.0,2018-08-06 00:00:00,1980,6712.0,2348498.0,2446000.0,Kelleybenetti59,https://www.zillow.com/profile/user9584251/,2018-05-20 19:33:00,2690000.0,1,2257771.0,2018-04-30,https://www.zillow.com/homedetails/1742-Kansas-St-Redwood-City-CA-94061/15577469_zpid/
235,15570742,"147 Springdale Way, Emerald Hills, CA 94062",94062,37.472418,-122.272772,4.0,4.0,2770.0,2018-08-03 00:00:00,1938,12797.0,2317655.0,2415000.0,,,2018-06-07 17:43:00,2395000.0,1,2787566.0,2018-05-31,https://www.zillow.com/homedetails/147-Springdale-Way-Emerald-Hills-CA-94062/15570742_zpid/
236,15589747,"665 Oak Park Way, Emerald Hills, CA 94062",94062,37.462156,-122.270796,3.0,3.0,2010.0,2018-07-31 15:00:00,1999,6499.0,1943315.0,2025000.0,Vicky Costantini,https://www.zillow.com/profile/vcostantini/,2018-04-29 21:33:00,2150000.0,1,2195504.0,2018-03-31,https://www.zillow.com/homedetails/665-Oak-Park-Way-Emerald-Hills-CA-94062/15589747_zpid/
237,15575469,"2602 Mcgarvey Ave, Redwood City, CA 94061",94061,37.464434,-122.244899,4.0,4.0,2850.0,2018-07-31 08:00:00,1953,6368.0,2015290.0,2100000.0,Chuck Gillooley,https://www.zillow.com/profile/SanCarlosRealtor/,2018-05-17 20:39:00,2400000.0,1,2586669.0,2018-04-30,https://www.zillow.com/homedetails/2602-Mcgarvey-Ave-Redwood-City-CA-94061/15575469_zpid/
238,15590911,"2752 Kensington Rd, Redwood City, CA 94061",94061,37.456943,-122.237777,4.0,4.0,2276.0,2018-07-31 00:00:00,1952,6050.0,1593038.0,2225000.0,Shawn Ghandchi,https://www.zillow.com/profile/shawnghand/,2018-06-01 02:08:00,2188000.0,1,1525275.0,2018-05-31,https://www.zillow.com/homedetails/2752-Kensington-Rd-Redwood-City-CA-94061/15590911_zpid/
239,15571272,"622 Park Rd, Emerald Hills, CA 94062",94062,37.466141,-122.266416,5.0,4.0,3000.0,2018-07-30 15:00:00,1927,24100.0,2243131.0,2337425.0,Vicky Costantini,https://www.zillow.com/profile/vcostantini/,2018-01-02 19:53:00,2650000.0,2,2435810.0,2017-12-31,https://www.zillow.com/homedetails/622-Park-Rd-Emerald-Hills-CA-94062/15571272_zpid/
240,15558772,"3221 La Mesa Dr, San Carlos, CA 94070",94070,37.480547,-122.279966,5.0,3.0,2700.0,2018-07-26 15:00:00,1978,16247.0,2686581.0,2800000.0,Tiffany Manaoat,https://www.zillow.com/profile/TiffanyManaoat/,2018-06-13 06:25:00,2595000.0,1,2634342.0,2018-05-31,https://www.zillow.com/homedetails/3221-La-Mesa-Dr-San-Carlos-CA-94070/15558772_zpid/
